fdc_id,description
327129,"cantaloupe, raw, yes"
327141,"cantaloupe, raw, potassium"
327142,"cantaloupe, raw, pure compositehk"
327143,"cantaloupe, raw, or/wa2dd5"
327144,"cantaloupe, rawdd7"
327145,"cantaloupe, raw, or/wa3dd6"
327160,"cantaloupe, raw, pure compositehl"
327161,"cantaloupe, rawdd9"
327162,"cantaloupe, rawdda"
327163,"cantaloupe, rawdd8"
327179,"cantaloupe, raw, pure compositeh6"
327180,"cantaloupe, rawd0r"
327181,"cantaloupe, rawd0s"
327182,"cantaloupe, rawd0t"
327198,"melons, cantaloupe, raw"
327199,"nectarines, raw, pure compositeg5"
327200,"nectarines, rawcib"
327201,"nectarines, raw, or/wa3cid"
327202,"nectarines, raw, or/wa2ckz"
327203,"nectarines, raw, yes"
327217,"fresh nectarinesc, pure composite"
327218,"nectarines, albertui"
327219,"nectarines, albert, or/wa2uj"
327220,"nectarines, safe, or/wa3uk"
327221,"nectarines, fresh, yes - vitamin cn1"
327222,"nectarines, fresh, yes - folaten6"
327223,"nectarines, fresh, yes - minerals"
327224,"nectarines, fresh, yes - niacinn3"
327225,"nectarines, fresh, yes - pantothenic acidn4"
327226,"nectarines, fresh, yes - proximatesmo"
327227,"nectarines, fresh, yes - riboflavinmy"
327228,"nectarines, fresh, yes - starchmr"
327229,"nectarines, fresh, yes - sugarsmq"
327230,"nectarines, fresh, yes - thiaminmx"
327231,"nectarines, fresh, yes - vitamin b6n5"
327232,"nectarines, fresh, yes - fibermv"
327233,"nectarines,  region 2, freeze dried- carotenoids - nf000902"
327234,"nectarines, freshna - vitamin e (composite c0006c)"
327235,"nectarines, raw, vitamin k -- nf0008n9"
327236,"fresh nectarinese, pure composite"
327237,"nectarines, giantvb"
327238,"nectarines, giantvf"
327239,"nectarines, shoprite, ny/nj1x5"
327240,"nectarines, fresh, yes - vitamin cok"
327241,"nectarines, fresh, yes - vitamin cwv"
327242,"nectarines, fresh, yes - fiberoj"
327243,"nectarines, fresh, yes - folateou"
327245,"nectarines, fresh, yes - niacinor"
327246,"nectarines, fresh, yes - pantothenic acidos"
327247,"nectarines, fresh, yes - proximatesoc"
327248,"nectarines, fresh, yes - riboflavinom"
327249,"nectarines, fresh, yes - starchof"
327250,"nectarines, fresh, yes - sugarsoe"
327251,"nectarines, fresh, yes - thiaminol"
327252,"nectarines, fresh, yes - vitamin b6ot"
327253,"nectarines, fresh, yes - vitamin c (frozen)ww"
327254,"nectarines, fresh, yes - vitamin c (frozen)wx"
327255,"nectarines,  region 4, freeze dried- carotenoids - nf00090c"
327256,"nectarines, freshoy - vitamin e (composite c0006e)"
327257,"nectarines, raw, vitamin k -- nf0008ox"
327258,"nectarines, raw, pure compositeg4"
327259,"nectarines, rawcic"
327260,"nectarines, rawci9"
327261,"nectarines, rawcia"
327277,"nectarines, raw, potassium"
327278,"fresh nectarinesd, pure composite"
327279,"nectarines, domvd"
327280,"nectarines, walmartve"
327281,"nectarines, krogervg"
327282,"nectarines, fresh, yes - vitamin cnn"
327283,"nectarines, fresh, yes - amino acidsnt"
327284,"nectarines, fresh, yes - fatty acidso2"
327285,"nectarines, fresh, yes - fibernm"
327286,"nectarines, fresh, yes - folateo1"
327287,"nectarines, fresh, yes - niacinnu"
327288,"nectarines, fresh, yes - pantothenic acidnv"
327289,"nectarines, fresh, yes - proximatesnf"
327290,"nectarines, fresh, yes - riboflavinnp"
327291,"nectarines, fresh, yes - starchni"
327292,"nectarines, fresh, yes - sugarsnh"
327293,"nectarines, fresh, yes - thiaminno"
327294,"nectarines, fresh, yes - vitamin b6nw"
327295,"nectarines,  region 3, freeze dried- carotenoids - nf000907"
327296,"nectarines, raw, vitamin e - nf0008o4"
327297,"nectarines, raw, vitamin k -- nf0008o7"
327298,"nectarines, raw, pure compositeg6"
327299,"nectarines, rawcls"
327300,"nectarines, rawclt"
327301,"nectarines, rawclu"
327317,"nectarines, raw, pure compositeg7"
327318,"nectarines, raw, ny/nj1clv"
327319,"nectarines, rawclw"
327320,"nectarines, rawclx"
327336,"fresh nectarinesb, pure composite"
327337,"nectarines, krogerug"
327338,"nectarines, walmartuh"
327339,"nectarines, priceul"
327340,"nectarines, fresh, yes - amino acidsm5"
327341,"nectarines, fresh, yes - fatty acidsme"
327342,"nectarines, fresh, yes - fiberly"
327343,"nectarines, fresh, yes - folatemd"
327345,"nectarines, fresh, yes - niacinm6"
327346,"nectarines, fresh, yes - pantothenic acidm7"
327347,"nectarines, fresh, yes - proximateslr"
327348,"nectarines, fresh, yes - riboflavinm1"
327349,"nectarines, fresh, yes - starchlu"
327350,"nectarines, fresh, yes - vitamin cm4"
327351,"nectarines, fresh, yes - sugarslt"
327352,"nectarines, fresh, yes - thiaminm0"
327353,"nectarines, fresh, yes - vitamin b6m8"
327354,"nectarines,  region 1, freeze dried- carotenoids - nf0008zx"
327355,"nectarines, freshmg - vitamin e (composite c0006b)"
327356,"nectarines, raw, vitamin k -- nf0008mj"
327357,"nectarines, raw"
327358,"oranges, navelw, yes"
327359,"oranges, navel, safewaystore (store #1078) "
327360,"oranges, navel, albertsonsstore (store #584) "
327361,"oranges, navel, albertsonsstore (store #687)  - nfy0107dg"
327362,"oranges, navel, yes - proximatesv"
327363,"oranges, navel, yes - mineralsx"
327364,"oranges, navel, yes - sugary"
327365,"oranges, navel, yes - vitamin c"
327366,"oranges, navel, yes - thiamin"
327367,"oranges, navel, yes - riboflavin"
327368,"oranges, navel, yes - niacin"
327369,"oranges, navel, yes - pantothenic acida"
327370,"oranges, navel, yes - vitamin b6b"
327371,"oranges, navel, yes - folatec"
327372,"oranges, navel, yes - vitamin ki"
327373,"oranges, navelgl8 -- carotenoids"
327374,"oranges, navely, yes"
327375,"oranges, navel, shopritesupermarket (store #33) "
327376,"oranges, navel, gianteagle market (store #70) - nfy0107ef"
327377,"oranges, navel, gianteagle supermarket (store #681) - nfy0107ee"
327378,"oranges, navel, yes - proximatesc"
327379,"oranges, navel, yes - mineralse"
327380,"oranges, navel, yes - sugarf"
327381,"oranges, navel, yes - vitamin cj"
327382,"oranges, navel, yes - thiamink"
327383,"oranges, navel, yes - riboflavinl"
327384,"oranges, navel, yes - niacinm"
327385,"oranges, navel, yes - pantothenic acidr"
327386,"oranges, navel, yes - vitamin b6s"
327387,"oranges, navel, yes - folatet"
327388,"oranges, navel, yes - amino acidsu"
327389,"oranges, navel, yes - vitamin k"
327390,"oranges, navelglp -- carotenoids"
327391,"oranges, navelx, yes"
327392,"oranges, navel, krogerstore (store #986)  - nfy0107dh"
327393,"oranges, navel, walmart supercenter (store #651) - nfy0107de"
327394,"oranges, navel, dominicksfiner foods (store #126) - nfy0107df"
327395,"oranges, navel, yes - riboflavinv"
327396,"oranges, navel, yes - niacinw"
327397,"oranges, navel, yes - pantothenic acid"
327398,"oranges, navel, yes - vitamin b6"
327399,"oranges, navel, yes - folate"
327401,"oranges, navel, yes - vitamin ct"
327402,"oranges, navel, yes - thiaminu"
327403,"oranges, navel, yes - proximatesm"
327404,"oranges, navel, yes - mineralso"
327405,"oranges, navel, yes - sugarp"
327406,"orange, navels - vitamin e (composite cy0109x)"
327407,"oranges, navelglh -- carotenoids"
327408,"oranges, navel, pure compositez"
327409,"oranges, navel, rawui"
327410,"oranges, navel, raw"
327427,"orange, navelm - vitamin e (composite cy0106z)"
327428,"oranges, navel, pure composite"
327447,"orange, navell - vitamin e (composite cy01070)"
327449,"oranges, navel, rawp9"
327450,"oranges, navel, rawpa"
327467,"oranges, navel, rawuf"
327468,"oranges, navel, rawue"
327469,"oranges, navel, rawug"
327485,"oranges, navelv, yes"
327486,"oranges, navel, krogerstore (store #528)  - nfy0107ec"
327487,"oranges, navel, pricecutter    - nfy0107ed"
327488,"oranges, navel, walmart supercenter (store #67) - nfy0107eb"
327489,"oranges, navel, yes - proximates"
327490,"oranges, navel, yes - minerals"
327491,"oranges, navel, yes - sugar"
327492,"oranges, navel, yes - vitamin ca"
327493,"oranges, navel, yes - thiaminb"
327494,"oranges, navel, yes - riboflavinc"
327495,"oranges, navel, yes - niacind"
327496,"oranges, navel, yes - pantothenic acidi"
327497,"oranges, navel, yes - vitamin b6j"
327498,"oranges, navel, yes - folatek"
327499,"oranges, navel, yes - vitamin kq"
327500,"oranges, navelgkw -- carotenoids"
327501,"oranges, raw, navels (includes foods for usda's food distribution program)"
327502,"strawberries, freshcc, yes"
327503,"strawberries, fresh, pass 2"
327511,"strawberries, fresh, yes - proximates"
327512,"strawberries, fresh, yes - minerals"
327513,"strawberries, fresh, yes - sugar"
327514,"strawberries, fresh, yes - starchd"
327515,"strawberries, fresh, yes - fibere"
327516,"strawberries, fresh, yes - vitamin cf"
327517,"strawberries, fresh, yes - thiaming"
327518,"strawberries, fresh, yes - riboflavinl"
327519,"strawberries, fresh, yes - niacinm"
327520,"strawberries, fresh, yes - pantothenic acidn"
327521,"strawberries, fresh, yes - vitamin b6o"
327522,"strawberries, fresh, yes - folatep"
327523,"strawberries, fresh, yes - vitamin kx"
327524,"strawberries, freeze dried, yes - carotenoidsh2u"
327525,"strawberries, fresht - vitamin e (composite cy010cc)"
327526,"strawberries, raw, potassium"
327527,"fresh strawberriesa, pure composite"
327528,"strawberries,  giantw8"
327529,"strawberries,  giantw9"
327530,"strawberries,  giantwa"
327531,"strawberries,  giantwb"
327532,"strawberries,  giantwc"
327533,"strawberries,  shoprite, ny/nj1x1"
327534,"strawberries,  shoprite, ny/nj1x2"
327535,"strawberries,  shoprite, ny/nj1x3"
327536,"strawberries, fresh, yes - fiberl7"
327537,"strawberries, fresh, yes - folateli"
327539,"strawberries, fresh, yes - niacinlf"
327540,"strawberries, fresh, yes - pantothenic acidlg"
327541,"strawberries, fresh, yes - proximatesl0"
327542,"strawberries, fresh, yes - riboflavinla"
327543,"strawberries, fresh, yes - starchl3"
327544,"strawberries, fresh, yes - sugarsl2"
327545,"strawberries, fresh, yes - thiaminl9"
327546,"strawberries, fresh, yes - vitamin b6lh"
327547,"strawberries, fresh, yes - vitamin c (frozen)wt"
327548,"strawberries, fresh, yes - vitamin c (frozen)wu"
327549,"strawberries,  region 4, freeze dried- carotenoids - nf0008zs"
327550,"strawberries, freshlm - vitamin e (composite c0006a)"
327551,"strawberries, raw, vitamin k -- nf0008ll"
327552,"fresh strawberries, pure composite"
327553,"strawberries,  krogerwd"
327554,"strawberries,  krogerwe"
327555,"strawberries,  krogerwf"
327556,"strawberries,  domwg"
327557,"strawberries,  domwh"
327558,"strawberries,  domwi"
327559,"strawberries,  walmartwj"
327560,"strawberries,  walmartwk"
327561,"strawberries,  walmartwl"
327562,"strawberries, fresh, yes - amino acidskh"
327563,"strawberries, fresh, yes - fatty acidskq"
327564,"strawberries, fresh, yes - fiberka"
327565,"strawberries, fresh, yes - folatekp"
327567,"strawberries, fresh, yes - niacinki"
327568,"strawberries, fresh, yes - pantothenic acidkj"
327569,"strawberries, fresh, yes - proximatesk3"
327570,"strawberries, fresh, yes - riboflavinkd"
327571,"strawberries, fresh, yes - starchk6"
327572,"strawberries, fresh, yes - sugarsk5"
327573,"strawberries, fresh, yes - thiaminkc"
327574,"strawberries, fresh, yes - vitamin b6kk"
327575,"strawberries,  region 3, freeze dried- carotenoids - nf0008zn"
327576,"strawberries, freshks - vitamin e (composite c00069)"
327577,"strawberries, raw, vitamin k -- nf0008ku"
327579,"strawberries,  safe, or/wa3si"
327580,"strawberries,  safe, or/wa3sj"
327581,"strawberries,  safe, or/wa3sk"
327582,"strawberries,  albert, or/wa2so"
327583,"strawberries,  albert, or/wa2sp"
327584,"strawberries,  albert, or/wa2sq"
327585,"strawberries,  albertsu"
327586,"strawberries,  albertsv"
327587,"strawberries,  albertsw"
327588,"strawberries, fresh, yes - pantothenic acidjs"
327589,"strawberries, fresh, yes - proximatesjc"
327590,"strawberries, fresh, yes - riboflavinjm"
327591,"strawberries, fresh, yes - starchjf"
327592,"strawberries, fresh, yes - sugarsje"
327593,"strawberries, fresh, yes - thiaminjl"
327594,"strawberries, fresh, yes - vitamin b6jt"
327595,"strawberries, fresh, yes - folateju"
327597,"strawberries, fresh, yes - niacinjr"
327598,"strawberries, fresh, yes - fiberjj"
327599,"strawberries,  region 2, freeze dried- carotenoids - nf0008zi"
327600,"strawberries, freshjy - vitamin e (composite c00068)"
327601,"strawberries, raw, vitamin k -- nf0008jx"
327602,"strawberries, freshcb, yes"
327612,"strawberries, fresh, yes - proximateszb"
327613,"strawberries, fresh, yes - mineralszd"
327614,"strawberries, fresh, yes - sugarze"
327615,"strawberries, fresh, yes - starchzi"
327616,"strawberries, fresh, yes - fiberzj"
327617,"strawberries, fresh, yes - vitamin czk"
327618,"strawberries, fresh, yes - thiaminzl"
327619,"strawberries, fresh, yes - riboflavinzq"
327620,"strawberries, fresh, yes - niacinzr"
327621,"strawberries, fresh, yes - pantothenic acidzs"
327622,"strawberries, fresh, yes - vitamin b6zt"
327623,"strawberries, fresh, yes - folatezu"
327624,"strawberries, fresh, yes - vitamin k"
327625,"strawberries, freshzy - vitamin e (composite cy010cb)"
327627,"strawberries,  pricesf"
327628,"strawberries,  pricesg"
327629,"strawberries,  pricesh"
327630,"strawberries,  walmartsl"
327631,"strawberries,  walmartsm"
327632,"strawberries,  walmartsn"
327633,"strawberries,  krogersr"
327634,"strawberries,  krogerss"
327635,"strawberries,  krogerst"
327636,"strawberries, fresh, yes - amino acidsit"
327637,"strawberries, fresh, yes - fatty acidsj2"
327638,"strawberries, fresh, yes - fiberim"
327639,"strawberries, fresh, yes - folatej1"
327641,"strawberries, fresh, yes - niaciniu"
327642,"strawberries, fresh, yes - pantothenic acidiv"
327643,"strawberries, fresh, yes - proximatesif"
327644,"strawberries, fresh, yes - riboflavinip"
327645,"strawberries, fresh, yes - starchii"
327646,"strawberries, fresh, yes - sugarsih"
327647,"strawberries, fresh, yes - thiaminio"
327648,"strawberries, fresh, yes - vitamin b6iw"
327649,"strawberries,  region 1, freeze dried- carotenoids - nf0008zd"
327650,"strawberries, freshj4 - vitamin e (composite c00067)"
327651,"strawberries, raw, vitamin k -- nf0008j7"
327652,"strawberries, freshce, yes"
327653,"strawberries, fresh, pass 2 - nfy010bas"
327654,"strawberries, fresh, pass 2 - nfy010bat"
327655,"strawberries, fresh, pass 2 - nfy010bau"
327659,"strawberries, fresh, yes - proximatesw"
327660,"strawberries, fresh, yes - mineralsy"
327661,"strawberries, fresh, yes - sugarz"
327662,"strawberries, fresh, yes - starch"
327663,"strawberries, fresh, yes - fiber"
327664,"strawberries, fresh, yes - vitamin c"
327665,"strawberries, fresh, yes - thiamin"
327666,"strawberries, fresh, yes - riboflavinb"
327667,"strawberries, fresh, yes - niacinc"
327668,"strawberries, fresh, yes - pantothenic acidd"
327669,"strawberries, fresh, yes - vitamin b6e"
327670,"strawberries, fresh, yes - folatef"
327671,"strawberries, fresh, yes - vitamin kk"
327672,"strawberries, freeze dried, yes - carotenoidsh3d"
327673,"strawberries, freshj - vitamin e (composite cy010ce)"
327675,"strawberries, freshcd, yes"
327688,"strawberries, fresh, yes - vitamin ca"
327689,"strawberries, fresh, yes - thiaminb"
327690,"strawberries, fresh, yes - riboflaving"
327691,"strawberries, fresh, yes - niacinh"
327692,"strawberries, fresh, yes - pantothenic acidi"
327693,"strawberries, fresh, yes - vitamin b6j"
327694,"strawberries, fresh, yes - folatek"
327695,"strawberries, fresh, yes - vitamin kp"
327698,"strawberries, fresho - vitamin e (composite cy010cd)"
327699,"strawberries, raw"
327700,"lettuce, romaine, fresh (fl1,mo1) - cy09070"
327701,"lettuce, romaine, 3 heads (mo1) - nfy0905er"
327702,"lettuce, romaine, 2 ct (fl1) - nfy0905f9"
327703,"moisture, lettuce, romaine"
327704,"vitamin c, lettuce, romaine"
327705,"folates, lettuce, romaine"
327706,"lettuce, romaine, fresh (mi1,ok1) - cy09071"
327707,"lettuce, romaine, 1 head (ok1) - nfy0905hr"
327708,"lettuce, romaine, 2 heads (mi1) - nfy0905j5"
327709,"lettuce, romaine, 1 head (ok1) - nfy0905ht"
327713,"lettuce, romaine, fresh (al1,ca1) - cy0906x"
327714,"lettuce, romaine, 1 head (al1) - nfy0905hg"
327715,"lettuce, romaine, 1 head (al1) - nfy0905hf"
327716,"lettuce, romaine, 2 heads (ca1) - nfy0905ig"
327720,"lettuce, romaine, fresh (in1,ny1) - cy0906w"
327721,"lettuce, romaine (in1) - nfy0905dh"
327722,"lettuce, romaine (in1) - nfy0905dg"
327723,"lettuce, romaine, 3 heads (ny1) - nfy0905et"
327724,"lettuce, romaine (in1) - nfy0905df"
327728,"lettuce, romaine, fresh (ca2,nc1) - cy0906y"
327729,"lettuce, romaine, 1 head (nc1) - nfy0905it"
327730,"lettuce, romaine, 3 heads (ca2) - nfy0905jb"
327731,"lettuce, romaine, 1 head (nc1) - nfy0905iv"
327735,"lettuce, romaine, fresh (co2,ct1) - cy0906z"
327736,"lettuce, romaine, 1 head (ct1) - nfy0905ej"
327737,"lettuce, romaine, 1 head (ct1) - nfy0905ei"
327738,"lettuce, romaine, 3 ct (co2) - nfy0905ey"
327742,"romaine lettuce, pure composite"
327743,romaine lettucevh
327744,romaine lettucevi
327745,romaine lettucevm
327746,romaine lettucevn
327747,romaine lettucevs
327748,romaine lettucevt
327749,"romaine lettuce, freeze dried - carotenoids - nfy010gns"
327750,"romaine lettuce, freeze dried, yes"
327751,romaine lettuce - proximates - nfy0105i4
327752,romaine lettuce - vitamin c - nfy0105ib
327753,romaine lettuce - riboflavin - nfy0105id
327754,romaine lettuce - niacin - nfy0105ie
327755,romaine lettuce - pantothenic acid - nfy0105ij
327756,romaine lettuce - vitamin b6 - nfy0105ik
327757,romaine lettuce - folate - nfy0105il
327758,romaine lettuce - amino acids - nfy0105im
327759,romaine lettuce - vitamin k - nfy0105it
327761,romaine lettucevr
327762,romaine lettucevl
327763,romaine lettucevq
327764,romaine lettucevo
327765,romaine lettucevp
327766,romaine lettucevj
327767,romaine lettucevk
327769,romaine lettuce - proximates - nfy0105hb
327770,romaine lettuce - minerals - nfy0105hd
327771,romaine lettuce - fiber - nfy0105he
327772,romaine lettuce - vitamin c - nfy0105hi
